2016-01-01 00:51:12,"56,7","5,9","8,8"
2016-01-01 01:21:12,"56,7","5,9","8,7"
2016-01-01 01:51:12,"56,7","5,9","8,7"
2016-01-01 02:21:12,"56,7","5,9","8,7"
2016-01-01 02:51:12,"56,7","5,9","8,7"
2016-01-01 03:21:12,"56,7","5,9","8,7"
2016-01-01 03:51:12,"56,7","5,9","8,6"
2016-01-01 04:21:12,"56,7","5,9","8,7"
2016-01-01 04:51:12,"56,7","5,9","8,6"
2016-01-01 05:21:12,"56,7","5,9","8,6"
2016-01-01 05:51:12,"56,7","5,9","8,6"
2016-01-01 06:21:12,"56,7","5,9","8,6"
2016-01-01 06:51:12,"56,1","5,9","8,6"
2016-01-01 07:21:12,"56,1","5,9","8,6"
2016-01-01 07:51:12,"56,1","5,9","8,6"
2016-01-01 08:21:12,"56,1","5,9","8,5"
2016-01-01 08:51:12,"56,1","5,9","8,5"
2016-01-01 09:21:12,"55,7","5,8","8,5"
2016-01-01 09:51:12,"55,7","5,8","8,5"
2016-01-01 10:21:12,"55,7","5,8","8,5"
2016-01-01 10:51:12,57,"5,8","8,5"
2016-01-01 11:21:12,"56,7","5,8","8,6"
2016-01-01 11:51:12,"56,1","5,8","8,6"
2016-01-01 12:21:12,"56,1","5,8","8,6"
2016-01-01 12:51:12,"56,1","5,8","8,6"
2016-01-01 13:21:12,"56,1","5,8","8,6"
2016-01-01 13:51:12,"56,1","5,8","8,6"
2016-01-01 14:21:12,"56,1","5,8","8,6"
2016-01-01 14:51:12,"56,7","5,8","8,6"
2016-01-01 15:21:12,"56,7","5,8","8,6"
2016-01-01 15:51:12,"56,7","5,8","8,7"
2016-01-01 16:21:12,"56,7","5,8","8,7"
2016-01-01 16:51:12,"56,7","5,8","8,7"
2016-01-01 17:21:12,"57,1","5,8","8,8"
2016-01-01 17:51:12,"57,1","5,8","8,8"
2016-01-01 18:21:12,"57,1","5,7","8,8"
2016-01-01 18:51:12,"57,1","5,7","8,8"
2016-01-01 19:21:12,"57,1","5,7","8,8"
2016-01-01 19:51:12,"57,1","5,8","8,8"
2016-01-01 20:21:12,"57,1","5,8","8,8"
2016-01-01 20:51:12,"57,1","5,8","8,8"
2016-01-01 21:21:12,"57,1","5,7","8,7"
2016-01-01 21:51:12,"57,1","5,7","8,7"
2016-01-01 22:21:12,57,"5,8","8,7"
2016-01-01 22:51:12,57,"5,8","8,6"
2016-01-01 23:21:12,57,"5,8","8,6"
2016-01-01 23:51:12,"56,6","5,8","8,6"
2016-01-02 00:21:12,"56,6","5,8","8,5"
2016-01-02 00:51:12,"56,6","5,8","8,5"
2016-01-02 01:21:12,"56,6","5,8","8,5"
2016-01-02 01:51:12,"56,1","5,8","8,4"
2016-01-02 02:21:12,"56,1","5,8","8,4"
2016-01-02 02:51:12,"56,1","5,8","8,4"
2016-01-02 03:21:12,"56,1","5,8","8,4"
2016-01-02 03:51:12,"56,1","5,8","8,4"
2016-01-02 04:21:12,"56,1","5,8","8,4"
2016-01-02 04:51:12,56,"5,8","8,4"
2016-01-02 05:21:12,56,"5,8","8,3"
2016-01-02 05:51:12,"55,6","5,8","8,3"
2016-01-02 06:21:12,"55,7","5,8","8,2"
2016-01-02 06:51:12,"55,6","5,8","8,3"
2016-01-02 07:21:12,"55,6","5,8","8,2"
2016-01-02 07:51:12,"55,6","5,8","8,2"
2016-01-02 08:21:12,"55,6","5,8","8,2"
